,corp_code,corp_name,stock_code,modify_date
75091,00157681,롯데정밀화학,004000,20221202
75092,00155382,바이오빌,065940,20221202
75096,00116408,동신건설,025950,20221202
75097,00362201,세운메디칼,100700,20221205
75098,00130684,서울도시가스,017390,20221205
75099,00608316,대한과학,131220,20221205
75101,00157539,KB오토시스,024120,20221205
75138,00671978,그리티,204020,20230221
75154,00130091,샘표,007540,20230221
75172,00138729,아세아제지,002310,20221221
75195,00531014,유진테크,084370,20221216
75233,01584934,핑거스토리,417180,20230215
75253,00172936,동일산업,004890,20221215
75256,00307222,YBM넷,057030,20221219
75257,00232821,클라우드에어,036170,20221219
75259,00977650,엔케이맥스,182400,20230217
75326,00369170,인터플렉스,051370,20221205
75327,00992871,종근당,185750,20221205
75328,00135050,팜젠사이언스,004720,20221205
75329,00151395,천일고속,000650,20221205
75330,00164636,HDC,012630,20221205
75331,00870481,에코캡,128540,20221205
75332,00127158,씨아이테크,004920,20221205
75333,00235147,에이팸,073070,20221205
75334,00530556,예스티,122640,20221205
75359,00125743,현대비앤지스틸,004560,20230221
75384,01046203,스튜디오산타클로스,204630,20230221
75394,01167056,샘표식품,248170,20230221
75429,01319899,SK바이오사이언스,302440,20221230
75432,00220057,유비케어,032620,20230104
75471,00959229,세종메디칼,258830,20230215
75495,00153126,크라운해태홀딩스,005740,20230215
75502,00128661,에스에이엠티,031330,20230215
75510,00166519,화천기공,000850,20230215
75513,01205329,크라운제과,264900,20230215
75514,00641171,인지소프트,100030,20221213
75515,00493510,뉴프렉스,085670,20221213
75517,00223434,에프에스티,036810,20221213
75518,00164779,SK하이닉스,000660,20221213
75519,00131504,서한,011370,20221213
75520,01663055,한화플러스제3호스팩,430460,20221213
75521,00210740,대화제약,067080,20221213
75522,00864338,웹스,196700,20221213
75544,00579980,아이티엠반도체,084850,20230220
75576,01169267,세화피앤씨,252500,20230221
75586,00527002,화인써키트,127980,20230221
75589,00130383,서부T&D,006730,20221205
75590,00146560,일지테크,019540,20221205
75591,00325112,프로텍,053610,20221205
75593,00532855,한국유니온제약,080720,20221205
75594,00925295,에프엔씨엔터,173940,20221205
75595,00486370,성창오토텍,080470,20221205
75610,00321204,관악산업,076340,20230221
75616,00610083,비아트론,141000,20230221
75629,00152127,심텍홀딩스,036710,20230221
75635,00876865,네오오토,212560,20230221
75665,01065785,노브메타파마,229500,20221122
75666,00618410,상상인인더스트리,101000,20221122
75669,00496225,이엠네트웍스,087730,20221124
75677,01141599,차백신연구소,261780,20230104
75679,00173874,넥센타이어,002350,20230104
75680,00138224,쌍용씨앤이,003410,20230104
75761,01677429,엔에이치스팩27호,440820,20230215
75770,00653024,진에어,272450,20221205
75780,00203582,한솔홈데코,025750,20230217
75796,01063990,로보로보,215100,20230220
75826,00938721,필옵틱스,161580,20230221
75842,01309795,알로이스,297570,20230221
75853,00136004,신라에스지,025870,20221206
75856,00250997,대정화금,120240,20221206
75857,00579999,고영,098460,20221206
75858,00599957,슈프리마에이치큐,094840,20221206
75892,00117726,동양피스톤,092780,20230221
75916,00116806,하스코,012760,20230221
75941,00151447,천지산업,001490,20221124
75947,00165583,E1,017940,20230105
75948,00124805,푸른저축은행,007330,20230105
75951,00860332,메리츠금융지주,138040,20230105
75956,00307189,에스케이엔펄스,057500,20230105
75969,01669475,하나금융25호스팩,435620,20230220
75977,01217829,엔에프씨,265740,20230220
75984,00651901,에어부산,298690,20230103
75985,00158909,하나은행,004940,20230111
76027,01675254,엔에이치스팩26호,439410,20230215
76032,01674468,엔에이치스팩25호,438580,20230215
76041,00871833,에스티팜,237690,20230217
76042,00159023,SK텔레콤,017670,20230217
76054,01562589,LX홀딩스,383800,20230217
76126,00919966,신라젠,215600,20221206
76132,00202060,구영테크,053270,20221206
76134,00138297,STX,011810,20221206
76135,00160010,한국큐빅,021650,20221206
76136,00415707,엔텔스,069410,20221206
76137,00159795,한국카본,017960,20221206
76180,00807379,신흥에스이씨,243840,20230221
76203,00503668,LIG넥스원,079550,20221124
76204,00118521,진원생명과학,011000,20221124
76205,00161383,한미반도체,042700,20221124
76208,01264234,엘에이티,311060,20221128
76215,00105952,LS,006260,20230106
76218,00339391,한화시스템,272210,20230106
76219,00397252,조이시티,067000,20230106
76220,00125080,AK홀딩스,006840,20230111
76221,00366517,KC산업,112190,20230111
76225,01310269,HDC현대산업개발,294870,20230111
76260,00378628,KH바텍,060720,20230215
76326,00216762,한양이엔지,045100,20230220
76346,00897752,천보,278280,20230221
76385,00406046,STX중공업,071970,20221206
76390,00206039,경남스틸,039240,20221206
76393,00160621,한국화장품제조,003350,20221206
76395,00121941,대상,001680,20221206
76396,00253985,국보디자인,066620,20221206
76397,00340096,미래에셋벤처투자,100790,20221206
76398,00868705,윈스,136540,20221206
76399,00363246,우원개발,046940,20221206
76400,00539274,대상홀딩스,084690,20221206
76471,00145473,이글벳,044960,20221130
76473,00357607,케이피티유,054410,20221130
76477,00365624,아이윈,090150,20221130
76507,01180118,코람코더원리츠,417310,20230119
76523,00136925,신원종합개발,017000,20230215
76532,00447007,알리코제약,260660,20230215
76541,00103006,고려제강,002240,20230215
76562,00575106,씨유테크,376290,20230215
76578,01397772,큐라클,365270,20230217
76594,00110583,DH오토웨어,025440,20230221
76595,01440481,아이비케이에스제13호기업인수목적,351340,20230221
76622,01166109,예선테크,250930,20230221
76623,01441611,원티드랩,376980,20230221
76635,00130763,서울반도체,046890,20221206
76636,00533508,제이엠티,094970,20221206
76637,00267942,큐캐피탈,016600,20221206
76638,00264714,SG&G,040610,20221206
76640,00643656,위메이드맥스,101730,20221206
76641,00580199,메디톡스,086900,20221206
76642,01095722,심텍,222800,20221206
76643,00103592,광동제약,009290,20221206
76644,00405320,웹젠,069080,20221206
76646,00153861,태영건설,009410,20221206
76647,01319808,한일시멘트,300720,20221206
76692,00203023,시노펙스,025320,20230221
76703,01506848,비스토스,419540,20230221
76742,00609661,티쓰리,204610,20230220
76744,01061497,FSN,214270,20230220
76751,01677678,교보13호스팩,440790,20221115
76752,01026157,쏘카,403550,20221123
76783,00216498,성도이엔지,037350,20230216
76793,00298340,에스티아이,039440,20230216
76813,00549891,케어젠,214370,20230216
76848,00163114,서연,007860,20230216
76880,00653103,SBW생명과학,151910,20230104
76887,00297448,플래스크,041590,20230105
76914,00787376,대성에너지,117580,20230213
76947,00177870,대창솔루션,096350,20221227
76949,01244601,카카오페이,377300,20221227
76954,00161444,한국씨티은행,016830,20221228
76955,00150244,하이트진로,000080,20221228
76964,01174038,자비스,254120,20230217
76966,00273420,이스트소프트,047560,20230217
76974,01095704,케이엠제약,225430,20230217
76992,01206717,마이크로엔엑스,448780,20230217
76998,00230911,HRS,036640,20230220
77020,00228059,휴온스글로벌,084110,20221128
77023,00166528,서암기계공업,100660,20221128
77024,00108977,대구백화점,006370,20221128
77026,00245472,티씨케이,064760,20221129
77049,01187148,케어랩스,263700,20230216
77056,00858124,알에스오토메이션,140670,20230216
77062,00255044,현대에이치티,039010,20230216
77063,00148522,퍼스텍,010820,20230216
77078,00158501,에스원,012750,20221228
77079,00125965,KH 전자,111870,20221228
77080,00335076,오픈베이스,049480,20230105
77081,00113410,CJ대한통운,000120,20230105
77082,00117188,효성,004800,20230109
77099,00134963,송원산업,004430,20230215
77111,01494118,노을,376930,20230216
77119,00270113,멕아이씨에스,058110,20230216
77141,00113191,코리안리,003690,20230106
77156,00124106,부산은행,005280,20230109
77157,00386937,국민은행,060000,20230109
77217,01133217,카카오뱅크,323410,20221228
77222,00136378,신세계,004170,20221228
77232,00876908,모트렉스,118990,20230217
77287,00520887,비상교육,100220,20221201
77288,00441650,케이씨에스,115500,20221201
77289,00129387,삼화페인트공업,000390,20221201
77290,01185867,퓨쳐메디신,341170,20221201
77351,00113544,대한화섬,003830,20230109
77359,00127909,삼일,032280,20230215
77379,00243757,인포뱅크,039290,20230216
77381,01032413,해성디에스,195870,20230216
77387,00478900,빅솔론,093190,20230217
77388,01419986,신영해피투모로우제6호기업인수목적,344050,20230217
77411,01261893,케이씨텍,281820,20230217
77415,00238782,다우데이타,032190,20230217
77419,00126362,삼성SDI,006400,20230109
77420,01028164,광주은행,192530,20230109
77422,00854997,에스디바이오센서,137310,20230109
77423,00346966,에코솔루션,052510,20230109
77424,00896285,삼양사,145990,20230109
77426,00126937,삼양홀딩스,000070,20230109
77427,00303873,CJ CGV,079160,20230109
77444,00453929,메디포스트,078160,20230209
77482,00242378,이지홀딩스,035810,20230217
77493,01418543,케이비제20호기업인수목적,342550,20221229
77495,00148948,조비,001550,20221229
77511,00109453,케이조선,067250,20230217
77517,01405390,핌스,347770,20230217
77551,01507810,애니메디솔루션,390110,20230220
77552,00553025,데이터스트림즈,199150,20230220
77558,00111227,대양제지,006580,20221205
77559,00445160,디이엔티,079810,20221208
77560,00124151,부산주공,005030,20221213
77561,00153393,태광산업,003240,20221215
77676,00679314,동성케미컬,102260,20230217
77678,00157070,한국단자공업,025540,20230217
77702,01137383,카카오게임즈,293490,20230110
77718,01587056,엔젯,419080,20230209
77764,00113562,롯데손해보험,000400,20221229
77773,01146822,아이퀘스트,262840,20230217
77791,00965062,코셋,189350,20230217
77804,01513440,파이버프로,368770,20230217
77816,01014718,제노코,361390,20230220
77834,00112651,대창,012800,20221219
77835,00343127,자유투어,046840,20221219
77837,01074862,메가스터디교육,215200,20221220
77918,00870861,와이엠씨,155650,20230215
77933,01354740,브이씨,365900,20230217
77969,00189538,피델릭스,032580,20230112
77988,00231354,파워넷,037030,20230209
77995,00358271,에스에프에이,056190,20230213
78032,01032486,두산밥캣,241560,20221229
78037,00140177,GS리테일,007070,20221230
78075,00491938,GH신소재,130500,20230220
78095,01535150,SK리츠,395400,20221220
78116,00174527,화성산업,002460,20230203
78143,01437432,디티앤씨알오,383930,20230216
78166,00306719,에스텍,069510,20230203
78224,00158565,한국알콜,017890,20221202
78225,00178851,동양에스텍,060380,20221202
78226,00225706,JW생명과학,234080,20221202
78227,00123523,창해에탄올,004650,20221202
78229,00407285,아이컴포넌트,059100,20221202
78230,00445054,하나마이크론,067310,20221202
78231,00629212,딜리,131180,20221202
78232,00219440,휴맥스홀딩스,028080,20221202
78233,00657783,모델솔루션,417970,20230116
78309,00239596,쎄니트,037760,20230217
78324,00133089,성원,015200,20230217
78349,00117601,유안타증권,003470,20221227
78351,01109122,에스엘테라퓨틱스,258540,20221228
78352,01309069,타이드,346010,20221228
78397,00181712,SK,034730,20230203
78404,00631518,SK이노베이션,096770,20230203
78409,00117577,오리온홀딩스,001800,20230216
78416,00125150,SGC에너지,005090,20230216
78421,00166573,환인제약,016580,20230216
78431,00263654,오스코텍,039200,20230217
78432,00126487,F&F 홀딩스,007700,20230217
78448,01504804,유안타제7호기업인수목적,367460,20221208
78450,00577335,대성하이텍,129920,20221208
78451,00263371,한국경제TV,039340,20221208
78453,00113508,노루홀딩스,000320,20221208
78454,00269922,인바디,041830,20221208
78455,00153755,태양금속공업,004100,20221214
78459,00132804,성신양회,004980,20230116
78483,01222432,에스제이그룹,306040,20230209
78541,01020843,원익피앤이,217820,20230119
78542,01437186,ESR켄달스퀘어리츠,365550,20230119
78546,00945776,지슨,289860,20230126
78566,01612608,신영스팩7호,419270,20230217
78579,00862853,플레이디,237820,20230217
78598,00244455,케이티앤지,033780,20221228
78600,00139889,SKC,011790,20221228
78604,00106623,현대위아,011210,20221228
78605,00131850,SK증권,001510,20221228
78624,00157636,케이피에프,024880,20230216
78632,00407975,엔터미디어,068420,20230216
78644,00174208,진성티이씨,036890,20230203
78666,01616808,키움제6호스팩,413600,20230216
78667,00659976,영화테크,265560,20230216
78676,00447575,제이앤티씨,204270,20230216
78677,00875307,야스,255440,20230216
78700,01160512,헝셩그룹,900270,20221107
78702,01020269,탈로스,434190,20221123
78703,00785475,원익피앤이,131390,20221129
78704,00255275,HB테크놀러지,078150,20221209
78710,00855093,선진,136490,20230118
78718,00576798,디아이티,110990,20230118
78721,00117230,TYM,002900,20230119
78724,00128412,삼진제약,005500,20230119
78731,00143262,우진아이엔에스,010400,20230210
78735,01159233,솔루엠,248070,20230210
78752,01012066,HK이노엔,195940,20230215
78764,00160861,한농화성,011500,20221109
78765,00114093,덕성,004830,20221109
78790,00144395,동서,026960,20230217
78793,00135795,신도리코,029530,20230217
78828,00181299,상아프론테크,089980,20221230
78863,01364747,가온칩스,399720,20230216
78874,01152470,펄어비스,263750,20230210
78907,00347442,모보,051810,20230216
78912,00415628,세진중공업,075580,20230216
78914,00173740,신한,005450,20230217
78931,00654272,램테크놀러지,171010,20221209
78934,00373447,서린바이오,038070,20221209
78935,00990165,아세아시멘트,183190,20221209
78937,00199076,동일기연,032960,20221209
78938,00809517,아이엠텍,226350,20221209
78939,00165680,호텔신라,008770,20221209
78946,01012987,아모센스,357580,20230120
78975,00159342,한국정보통신,025770,20230215
78985,00327819,선익시스템,171090,20230215
78995,00257732,한국정밀기계,101680,20221109
79000,00793155,핸디소프트,220180,20221201
79052,00176516,금화피에스시,036190,20230217
79070,00684714,풍산,103140,20230102
79073,00126371,삼성전기,009150,20230102
79076,00148993,하이트진로홀딩스,000140,20230102
79077,00565154,이노션,214320,20230102
79115,01686755,파인엠텍,441270,20221027
79125,00238199,로지시스,067730,20230210
79153,01153293,제이엘케이,322510,20230216
79168,00141282,에이치디씨영창,001890,20230217
79175,00593032,LF,093050,20221209
79177,00103644,비츠로테크,042370,20221209
79179,00124799,사조산업,007160,20221209
79180,00352064,프리엠스,053160,20221209
79181,00133511,SG세계물산,004060,20221209
79182,00414601,유니퀘스트,077500,20221212
79184,00199988,동아화성,041930,20221212
79185,00136095,조은저축은행,031920,20230130
79190,00416654,유엔젤,072130,20230130
79192,00384762,파커스,065690,20230130
79228,01208885,경동도시가스,267290,20230215
79230,00577380,신진에스엠,138070,20221201
79232,00102140,경인전자,009140,20221202
79233,00435969,인피니트헬스케어,071200,20221202
79234,00292434,인트론바이오,048530,20221202
79236,00670340,씨에스윈드,112610,20221202
79237,00171867,에스씨디,042110,20221202
79239,00258102,지엔코,065060,20221202
79240,00230425,나노엔텍,039860,20221202
79241,00287788,정상제이엘에스,040420,20221202
79242,00173795,신흥,004080,20221202
79254,00307897,신한카드,032710,20230202
79259,00159209,한전기술,052690,20230206
79283,01117246,EMB,278990,20230217
79291,01047840,미스터블루,207760,20230220
79292,01246742,테크트랜스,258050,20230220
79293,01419135,이노진,344860,20230220
79316,00587457,갤럭시아머니트리,094480,20230102
79323,00126256,삼성생명,032830,20230103
79363,00666204,제너셈,217190,20221108
79370,00124276,부스타,008470,20221116
79386,00328191,케이에스피,073010,20230213
79391,00155151,피에이치에이,043370,20230216
79396,00143527,경동인베스트,012320,20230216
79416,00148470,제일전기공업,199820,20230217
79428,00611286,블루탑,191600,20230217
79431,00138446,아가방컴퍼니,013990,20221212
79432,00296263,YW,051390,20221212
79433,00269612,파워로직스,047310,20221212
79437,00495086,픽셀플러스,087600,20221214
79450,00258801,카카오,035720,20230130
79456,00876643,엔피디,198080,20230213
79491,00350482,성우테크론,045300,20221208
79492,00256715,국순당,043650,20221208
79494,00219097,BGF,027410,20221208
79496,00799177,삼기,122350,20221208
79497,00127936,삼일기업공사,002290,20221208
79499,00154055,태원물산,001420,20221209
79500,01091054,쎄노텍,222420,20221209
79502,00447928,네오티스,085910,20230206
79569,00927558,유바이오로직스,206650,20230104
79571,00144164,SK가스,018670,20230104
79597,01214743,더네이쳐홀딩스,298540,20230216
79620,00159564,한국주강,025890,20221122
79648,00759294,와이솔,122990,20230216
79649,00112165,디아이씨,092200,20230216
79654,00149804,대유에이텍,002880,20230216
79682,00340917,동원F&B,049770,20221216
79683,00513948,녹십자엠에스,142280,20221219
79688,00445799,서원인텍,093920,20221220
79689,00366845,탑엔지니어링,065130,20221220
79721,01326279,아이엘사이언스,307180,20230213
79728,01497869,티와이홀딩스,363280,20230216
79731,00109189,대덕,008060,20230216
79734,01316227,효성티앤씨,298020,20230216
79736,00222532,LG헬로비전,037560,20230216
79738,01478712,대덕전자,353200,20230216
79740,00875237,씨앤투스,352700,20230217
79741,01656374,신영스팩8호,430220,20230217
79744,00143314,에이엔피,015260,20221209
79745,00138701,아세아,002030,20221209
79746,00300405,오리엔트정공,065500,20221212
79747,00983271,엔에이치엔,181710,20221212
79748,00364306,성우전자,081580,20221212
79750,00104537,국영지앤엠,006050,20221214
79753,00244783,한네트,052600,20221214
79757,00112022,대원화성,024890,20221214
79760,00148276,제일기획,030000,20230206
79766,00298270,안랩,053800,20230206
79822,01396931,유엑스엔,337840,20221108
79823,00152783,코메론,049430,20221108
79824,00302926,현대로템,064350,20230104
79858,00101336,경남에너지,008020,20230216
79876,01442966,마스턴프리미어리츠,357430,20221123
79880,00167280,폴루스바이오팜,007630,20221128
79936,00625942,한솔아이원스,114810,20221221
79947,00105299,금강공업,014280,20230131
79948,00110893,대신증권,003540,20230131
79992,01689938,신영스팩9호,445970,20230217
80051,01316236,효성화학,298000,20230220
80070,00623661,원익머트리얼즈,104830,20230109
80071,00159102,DB손해보험,005830,20230110
80073,01076550,주노콜렉션,221670,20230111
80077,00149646,기업은행,024110,20230111
80089,01251489,라온피플,300120,20230216
80104,00480048,모다이노칩,080420,20230216
80117,00108913,대교,019680,20221129
80118,00171265,파라다이스,034230,20221201
80119,00226866,인탑스,049070,20221201
80120,00361488,텔코웨어,078000,20221201
80121,00220969,오공,045060,20221201
80124,00122898,벽산,007210,20221205
80126,01157235,아스타,246720,20221205
80127,01101041,패션플랫폼,225590,20221205
80141,00132488,신세계톰보이,012580,20230213
80163,01327092,라닉스,317120,20230216
80190,00365758,아이앤씨,052860,20221226
80192,00603348,케이아이엔엑스,093320,20221226
80194,00667425,에이팩트,200470,20221226
80197,00808022,메지온,140410,20221227
80200,00937324,한국타이어앤테크놀로지,161390,20221227
80211,00168331,국동,005320,20230202
80212,00626710,한국월드와이드베트남부동산개발특별자산1호투자회사,096300,20230202
80258,00939331,한국콜마,161890,20221220
80260,00301422,우수AMS,066590,20221220
80360,00915508,알엔투테크놀로지,148250,20230216
80386,00557508,GKL,114090,20221206
80387,00210980,원익,032940,20221206
80388,00296005,우리로,046970,20221206
80390,01077577,우리산업,215360,20221206
80391,00153278,서연탑메탈,019770,20221206
80392,00988364,SGA솔루션즈,184230,20221207
80393,00231372,롯데관광개발,032350,20221207
80396,00838962,알서포트,131370,20221207
80399,00221728,하츠,066130,20221207
80400,00256043,비씨월드제약,200780,20221207
80401,00761952,아나패스,123860,20221207
80418,00129271,삼화전기,009470,20230216
80428,00164812,현대코퍼레이션,011760,20230216
80455,00164645,HMM,011200,20221227
80457,00188797,포메탈,119500,20221228
80461,00638539,뉴로스,126870,20230102
80521,01221752,지에프씨생명과학,388610,20221223
80522,01416457,하나금융15호기업인수목적,341160,20221223
80525,00526696,웨이브일렉트로,095270,20221223
80542,01243161,인산가,277410,20230210
80564,01069736,한독크린텍,256150,20230217
80585,00660033,씨엔플러스,115530,20221110
80642,00111810,대웅,003090,20221214
80643,01070857,켐온,217600,20221216
80644,00540340,코리아센터,290510,20221216
80680,00397289,오텍,067170,20230216
80740,01116380,씨앤에스링크,245450,20230213
80774,00172291,더존비즈온,012510,20221223
80778,00103176,흥국화재,000540,20221226
80823,00126788,삼아제약,009300,20230206
80843,00374020,이엘피,063760,20230222
80846,01139965,스튜디오미르,408900,20230222
80854,01335851,박셀바이오,323990,20230222
80870,00462121,이노와이어리스,073490,20221130
80872,00616290,이엠넷,123570,20221130
80874,00372226,티에스이,131290,20221130
80875,00126186,삼성에스디에스,018260,20221130
80878,00300548,현대리바트,079430,20221130
80906,00560982,바이오솔루션,086820,20230222
80917,00765462,씨에스베어링,297090,20230222
80932,01109955,링크제니시스,219420,20230222
80941,01571107,오픈엣지테크놀로지,394280,20230222
80978,00372882,KTcs,058850,20230222
81015,00160047,한국앤컴퍼니,000240,20230102
81017,00188089,한섬,020000,20230103
81018,00878915,DGB금융지주,139130,20230103
81019,00635134,CJ제일제당,097950,20230103
81020,00164742,현대자동차,005380,20230103
81021,00106368,금호석유화학,011780,20230104
81084,00264228,위즈코프,038620,20221208
81085,00137058,신일제약,012790,20221208
81088,00843900,육일씨엔에쓰,191410,20221208
81089,00149026,CS홀딩스,000590,20221208
81090,00256380,유아이엘,049520,20221208
81092,00167004,흥구석유,024060,20221209
81093,00295370,제이앤케이인더스트리,039230,20221209
81111,01199189,이랜시스,264850,20230222
81112,00302120,피앤텔,054340,20230222
81126,01405585,윙스풋,335870,20230222
81149,00112721,대창스틸,140520,20221201
81150,00624998,제닉,123330,20221201
81151,00624509,디바이스이엔지,187870,20221201
81152,00123781,부국철강,026940,20221201
81153,00604815,에스디시스템,121890,20221201
81155,00454946,그린케미칼,083420,20221201
81172,00155498,풍림산업,001310,20230221
81193,00608802,텔콘RF제약,200230,20230222
81246,01188730,SK시그넷,260870,20230222
81247,00135999,신라섬유,001000,20230222
81278,00309831,알에프텍,061040,20230223
81280,01381984,비트나인,357880,20230223
81301,00366942,미코,059090,20230113
81307,00261285,한국가스공사,036460,20230113
81309,01291317,더블유씨피,393890,20230208
81326,01011562,우성아이비,194610,20230223
81330,01336443,디와이씨,310870,20230223
81344,00961774,유티아이,179900,20230223
81360,00299844,미래반도체,254490,20230222
81365,00154718,비츠로셀,082920,20221209
81367,00350020,파인디앤씨,049120,20221209
81369,00117382,디와이홀딩스,004510,20221209
81370,00125646,삼목에스폼,018310,20221209
81371,00106881,인디에프,014990,20221209
81372,00131692,서흥,008490,20221209
81373,00122737,팬오션,028670,20221209
81402,01311055,쿠콘,294570,20230222
81434,00453488,다이나믹디자인,145210,20221202
81435,00422284,메가스터디,072870,20221202
81436,00313649,현대바이오,048410,20221205
81437,00497631,티플랙스,081150,20221207
81440,00107677,비비안,002070,20221207
81441,00234227,유진로봇,056080,20221207
81442,00267854,메디앙스,014100,20221207
81445,00186559,콤텍시스템,031820,20221207
81446,00145668,이화공영,001840,20221207
81494,00527464,에이치시티,072990,20230222
81548,00249982,솔본,035610,20230223
81564,00110608,DSR,155660,20230223
81619,01259311,푸드나무,290720,20230213
81649,00929228,엔에스컴퍼니,224760,20230222
81650,00526836,미래나노텍,095500,20230222
81663,01325429,네온테크,306620,20221212
81665,01059605,디와이파워,210540,20221213
81670,00681249,씨유메디칼,115480,20221214
81723,00307028,경남제약,053950,20221207
81726,00130408,서산,079650,20221207
81728,00899556,제룡산업,147830,20221207
81729,00131328,두함지개발,016140,20221207
81732,00540429,휴림로봇,090710,20221207
81734,00231831,조아제약,034940,20221207
81798,01203808,AP시스템,265520,20230222
81841,01124680,보라티알,250000,20230223
81842,00398808,디지털대성,068930,20230223
81868,00124577,엠소닉,008120,20230130
81872,01672053,케이비제22호스팩,436530,20230130
81919,00128175,원익큐브,014190,20230223
81927,00970453,파마리서치,214450,20230223
81928,00408266,유니온커뮤니티,203450,20230223
81938,01344752,케어룸의료산업,327970,20230222
81943,00407036,선바이오,067370,20230222
81950,00146861,자화전자,033240,20221214
81953,00163345,DB,012030,20221214
81960,00252001,해원에스티,058480,20230209
81983,00525934,LX세미콘,108320,20230222
82014,00161709,퍼시스,016800,20221207
82015,00265005,옴니시스템,057540,20221207
82016,00449254,쎄트렉아이,099320,20221207
82018,00626011,아이텍,119830,20221207
82019,00414850,효성 ITX,094280,20221207
82020,00348034,액토즈소프트,052790,20221207
82021,00508274,일진다이아,081000,20221207
82023,00367482,라이트론,069540,20221207
82024,00140566,한탑,002680,20221207
82089,01246034,네오펙트,290660,20230222
82107,01038693,드림시큐리티,203650,20230222
82111,00832700,에이펙스인텍,207490,20230222
82177,01261644,레인보우로보틱스,277810,20230202
82186,00531829,엠아이텍,179290,20230214
82202,00761059,펌텍코리아,251970,20230223
82241,00613318,와이지엔터테인먼트,122870,20221214
82252,00622787,바이오노트,377740,20221222
82270,00676122,지디,155960,20230222
82302,00136402,신송홀딩스,006880,20230222
82310,00159874,한국컴퓨터지주,009760,20221213
82314,00633835,HJ중공업,097230,20221226
82315,01436336,이베스트기업인수목적5호,349720,20221226
82409,00533809,바스칸바이오제약,354390,20230222
82435,00153375,태광,023160,20230223
82463,00155638,피에스텍,002230,20230202
82497,01672114,한국제11호스팩,436610,20230223
82504,00119140,핸즈코퍼레이션,143210,20230223
82516,00155452,풍국주정,023900,20221222
82517,00111847,대원강업,000430,20230102
82518,00728638,한세실업,105630,20230102
82519,00842585,네이블커뮤니케이션즈,153460,20230102
82551,01109539,와이아이케이,232140,20230221
82552,01021666,덕산테코피아,317330,20230222
82576,00133335,성창기업지주,000180,20221229
82595,00122481,태경비케이,014580,20230221
82651,01008762,데브시스터즈,194480,20230222
82690,00123648,심팩인더스트리,005350,20230223
82691,00369833,유니온머티리얼,047400,20230223
82789,00536523,로보스타,090360,20221107
82791,00141307,영풍,000670,20230102
82797,00140131,키다리스튜디오,020120,20230102
82825,01136001,나노브릭,286750,20230222
82845,00164478,현대건설,000720,20230109
82849,00131054,유진증권,001200,20230110
82935,00982023,실리콘투,257720,20230222
82954,00162911,한일사료,005860,20230223
82963,00151368,인터지스,129260,20221128
82966,00185356,제룡전기,033100,20221212
82977,00925967,이엠티,232530,20230208
83026,00164706,현대약품,004310,20221108
83039,00126292,삼성카드,029780,20230105
83040,00164973,현대해상,001450,20230105
83041,00159698,지역난방공사,071320,20230106
83042,00128555,삼천리,004690,20230106
83045,00200275,YTN,040300,20230213
83165,00112679,대창단조,015230,20230222
83199,01593242,하나금융21호스팩,406760,20230222
83202,00131896,선광,003100,20230223
83207,01569838,유진스팩7호,388800,20230223
83213,00103662,광명전기,017040,20230223
83233,01042359,지엘팜텍,204840,20221102
83235,01113949,퓨전,195440,20221212
83237,00406329,루멘스,038060,20221212
83246,00158963,유나이티드,033270,20230208
83297,00141246,SGC이테크건설,016250,20230222
83300,01274329,성일하이텍,365340,20230222
83305,01042650,큐리언트,115180,20221118
83306,00359076,브리지텍,064480,20221121
83307,00439965,나노신소재,121600,20221121
83316,00109019,대구은행,005270,20230106
83317,00231691,판타지오,032800,20230109
83318,01089378,디와이디,219550,20230109
83398,01487446,씨엔알리서치,359090,20230222
83403,00145190,유화증권,003460,20230222
83425,00160205,한국내화,010040,20230222
83461,00628860,네오위즈,095660,20230222
83472,00301112,삼화네트웍스,046390,20230222
83496,00576789,디젠스,113810,20221212
83497,00360674,코위버,056360,20221212
83498,00222435,제이엠아이,033050,20221212
83499,00252269,아이에이,038880,20221212
83500,00133557,PN풍년,024940,20221212
83501,00917861,슈피겐코리아,192440,20221212
83502,00102618,계양전기,012200,20221212
83508,00330044,캠시스,050110,20230207
83510,01393721,포커스에이치엔에스,331380,20230207
83534,00226316,호전실업,111110,20230222
83564,01217014,트윔,290090,20221122
83583,00126308,삼성엔지니어링,028050,20230119
83633,01073678,얼라인드,238120,20230220
83643,00268011,일레덱스홀딩스,033550,20230220
83697,00129280,삼화전자공업,011230,20221103
83700,01440153,에스에이티이엔지,351320,20230222
83710,00141608,오리엔탈정공,014940,20230222
83744,00130046,다함이텍,009280,20230223
83758,00842619,레고켐바이오,141080,20221212
83759,00130879,서울식품공업,004410,20221212
83760,00404288,아진엑스텍,059120,20221212
83761,00135467,승일,049830,20221212
83762,00384717,비엘팜텍,065170,20221213
83820,01365825,피에스케이,319660,20230222
83831,00541349,셀트리온제약,068760,20221129
83832,00131197,서원,021050,20221129
83833,00203290,한국콜마홀딩스,024720,20230119
83845,01620713,교보12호스팩,421800,20230126
83863,00819374,나무가,190510,20230222
83893,00141404,영풍제지,006740,20221114
83987,00225159,SNT홀딩스,036530,20230222
83990,00403766,피피아이,062970,20230222
84035,00180263,리더스코스메틱,016100,20221215
84036,00116268,동성제약,002210,20221215
84038,00260383,대한유화,006650,20221215
84046,01035942,메디안디노스틱,233250,20230207
